source_id,shop_name,manager_name,raw_latitude,raw_longitude,reason
40969,سوپر مارکت ولیعصر5,رستمعلی بازی,,,null
40972,مواد غذایی قدمگاهی,احمد قدمگاهی,,,null
40973,سوپر مارکت خسته,ابوالفضل خسته عشرت آبادی,,,null
40974,سوپر مارکت رضا17,ابوالقاسم محمدی فر,,,null
40976,سوپر مارکت برادران2,سید حسین موسوی مقدم,,,null
40977,سوپر مارکت گلی,محمد کاظم فرخی,,,null
40978,سوپر مارکت محمد6,ابوالفضل اشرافی,,,null
40979,سوپر داریوش1,مجید ذاکرزاده,,,null
40980,سوپر فرهنگ2,حسین سعادتی,,,null
40982,تخمه داغ یاقوتی,محمد مهدی مودودی یاقوتی,,,null
40983,سوپر مارکت هایپر مارکت,افشین ابریشمی بایگی,,,null
40984,سوپر حسنی,حسن رضائی شریف,,,null
40985,سوپر بیتا,سید عباس علوی زاده دوغائی,,,null
40986,سوپر سادات1,سید حسین ناطقی حسینی,,,null
40987,زیتون سرای رضا,محمد خسروی,,,null
40988,سوغات کرمان و پسته شکوه,احمد نبوی زاده رفسنجانی,,,null
40989,سوپر مارکت ثامن2,سمیرا کابلی,,,null
40992,زعفران فیروزی,محمود فیروزی نیشابوری,,,null
40993,سوپر  7,میلاد سیف زاده ثانی گرمرودی,,,null
40994,مواد غذایی عقابی,احمد عقابی جمبدواز,,,null
40995,خواربار فروشی هاتفی,محسن هاتفی,,,null
40996,سوپر ولیعصر11,ابوالقاسم زنقائی,,,null
40997,نگین زعفران2,حامد آرمان منش,,,null
40998,سوپر باغشنی,حجت باغشنی,,,null
40999,مواد غذایی 1101,حامد خیر خواه,,,null
41000,مواد غذایی قائم1,مهدی اکبر پور طرقی,,,null
41001,مواد غذایی کوچکی,روح اله کوچکی,,,null
41006,سوپر مارکت قیمت شکن جزیره,سید محمد میر سلیمانی,,,null
41007,سوپر پدیده4,محمد حسن قریب دادی اقداش,,,null
41008,سوپر  110,مجید سنگی,,,null
41010,مواد غذایی شاجهان,حبیب اله طلوعی,,,null
41011,سوپر مارکت روشن نژاد,مصطفی روشن نژاد,,,null
41012,سوپر مارکت البرز,رضا غلامی,,,null
41013,سوپر مارکت مروارید1,مهدی افخمی,,,null
41015,سوپر شنبه,قاسم حسن پور کلاته قدم,,,null
41019,سوپر فرهنگ3,میثم چرخی سهل اباد,,,null
41020,سوپر مارکت نیک فرجام,حیدر نیک فرجام شرشر,,,null
41022,سوپر صبا8,حسین باغبان,,,null
41026,مواد غذایی وکیلی نسب,مهدی وکیلی نسب,,,null
41028,مواد غذایی تک2,محمد عمارلو,,,null
41029,مواد غذایی سالار1,جواد حاجتمند,,,null
41030,مواد غذایی خواجوئی1,آمنه خواجوئی,,,null
41031,ایده پردازان,محمد فخاریان مقدم,,,null
41034,سوپر تک18,جواد صنعتی جعفرآباد,,,null
41035,سوپر شریف2,محسن شریف رضازاده,,,null
41036,سوپر قائم11,سعید کلانی,,,null
41040,مواد غذایی مرتضی,مرتضی فاضل محمدیه,,,null
41045,خواربار جعفری,علیرضا جعفری,,,null
41046,مواد غذایی جعفری1,سید رضا جعفری خیر اباد,,,null
41047,خواربار احسان,احسان فرخ نیا,,,null
41049,مواد غذایی غلامی,محمد علی غلامی شایه,,,null
41051,پروتیئن تهران,مصطفی ابراهیم زاده,,,null
41054,ویتامین سرای احمد,احمد حسن بیگی نقندر,,,null
41055,مواد غذایی چی توز,ابوطالب میان بندی,,,null
41056,سوپر ولیعصر12,مهدی نیکنام,,,null
41057,مواد غذایی باران,علی اکبری,,,null
41058,سوپر مارکت حجی ابادی,حسن حجی ابادی,,,null
41063,سوغات مشهد الرضا,جعفر نیک سلیمانی,,,null
41064,مواد غذایی البرز,مجتبی قدمگاهی,,,null
41066,سوپر مارکت شیردل,حسین شیردل,,,null
41069,سوپر فیضی,جواد فیضی,,,null
41070,سوپر قیمت شکن2,علی اصغر محمد نژاد مقدم,,,null
41071,هایپر مارکت2,جواد خانی بیدابید,,,null
41072,خواربار ابریشم,مصیب عزیز ابادی,,,null
41073,مواد غذایی زاهدی1,ابوالحسن زاهدی دربندی سفلی,,,null
41074,آرا مارکت,اعظم روستایی شیر دل,,,null
41076,سوپر مارکت داود,قربان وزیری چاقه,,,null
41077,سوپر مارکت پورغنی,گل نساء محمدی,,,null
41078,سوپر سید21,سید علی خراشادی زاده,,,null
41080,مواد پروتئنی الزهراء,اصغر شیبانی,,,null
41081,سوپر گل2,رضا نوری فریمان,,,null
41084,سوپر تک19,مرتضی اذانی,,,null
41085,سوپر علمدار2,حسین شیری بازنچه,,,null
41089,نانا مارکت,محمد جعفر کروژدهی,,,null
41090,سوپر مارکت ستاره شب1,عادل بذر گر گل خطمی,,,null
41091,سوپر تهرانی,احمد گچکار تهرانی,,,null
41092,مواد غذایی برادران2,محمد خالقی,,,null
41095,مواد غذایی صادق,محمد بهنام شاد,,,null
41096,سوپر رمضانی1,علی دامیار,,,null
41097,سوپر امید10,امید جمالی بجستانی,,,null
41098,برین زعفران1,علی سلمانی طاهر,,,null
41099,مواد غذایی دوزنده2,مرتضی دوزنده,,,null
41100,سوپر مارکت گلبرگ,حامد بیدل,,,null
41102,سوپر مارکت پارمیس,کاظم یعقوب زاده بایگی,,,null
41104,سوپر تاپ1,مهدی کریمی بجستانی,,,null
41106,سوپر طیرانی,محسن طیرانی دستمالچی,,,null
41109,سوپر محسن7,حسین محمدی,,,null
41111,سوپر مارکت صدیق,محمود صدیق,,,null
41113,سوپر یاس24,مجتبی بیکی,,,null
41114,مواد غذایی طاهری,محمد رضا طاهری,,,null
41115,سوپر ترنج2,محمود مداحی,,,null
41118,مواد غذایی زکریا,فاطمه بیگم موسی کاظمی,,,null
41119,سوپر مارکت حقیقی,زهرا بورند,,,null
41120,مواد غذایی علیزاده,جواد علیزاده اکبری,,,null
41121,سوپر مارکت برادران2,فاطمه عصاری مهنه,,,null
41123,مواد غذایی مهدیار,ناهید امامی,,,null
41125,سوپر بهشت3,محسن قاسم زاده,,,null
41126,سوپر امید11,محمد ناظری فرخد,,,null
41131,انفرادی,اصغر انفرادی علی آباد,,,null
41132,مواد غذایی غفاریان,محمد حسین غفاریان خیاطی,,,null
41136,خواربار علی محسنی,علی محسنی,,,null
41138,سوپر احمد3,تقی محمد زاده,,,null
41139,سوپر تاپ2,امیر همدمی نژاد,,,null
41140,بهداشتی لوکس,سید حمید رضا موسوی زاده جزا,,,null
41142,فروشگاه ساقی,محمد حسین ساقی,,,null
41144,سوپر مارکت تمشک,محمد شیخ خور رضائی,,,null
41147,مواد غذایی سعید6,محمدرضا خاوری,,,null
41156,سوپر مارکت محسن2,محسن ازموده دزقون,,,null
41157,سوپر نارمک1,محمد باقر حیدر پناه ده سرخی,,,null
41158,سپهر مارکت,سید صادق دانشجو وش,,,null
41159,فروشگاه الماس شهر,محمد رستمی,,,null
41160,مواد غذایی آهو,علی نجفیانی,,,null
41161,سوپر مارکت سیب3,رضا عسگری بیابانی,,,null
41162,فروشگاه چای امینی,مجید امینی,,,null
41163,خوارو بار محمد,محمد خماریان,,,null
41164,دیدنی ها,هادی لاله دیار,,,null
41165,مواد غذایی صدف2,حسین راستین,,,null
41167,سوپر غزال,احمد وحدتی مرادزاده,,,null
41168,سوپر سجاد13,حسین فردین نیا,,,null
41169,سوپر مارکت روز,محمد عطائی,,,null
41170,سوپر علی7,غدیر راستگوی,,,null
41171,هایپر مارکت تک,مسعود حاضری یزدی,,,null
41173,سوپر منتظری,احمد منتظری,,,null
41174,سوپر مارکت ارزان فروش,سید علی اصغر هاشمی زو,,,null
41175,مواد غذایی کاظمی,حمیدرضا عطاری ارزنه,,,null
41176,سوپر خضراء,میر محمود خضرائی,,,null
41177,ارمغان گستر هخامنش,علی عادلی,,,null
41178,سوپر مارکت عادل,مصطفی کلاته عربی,,,null
41180,مواد غذایی قائم1,غلامحسن اسحاقی,,,null
41181,مواد غذایی افضلی1,محمد مهدی افضلی,,,null
41182,خواربار دانشمند,سید مرتضی دانشمند رئیس السا,,,null
41183,مواد غذایی سلیمانی,علی اکبر سلیمانی,,,null
41184,سوپر وحدتی,محبوبه غلامزاده,,,null
41186,مواد غذایی ولیعصر11,محمود جهانبین,,,null
41190,سوپر مارکت بیا تو2,ملیحه موسوی نژاد,,,null
41191,مواد غذایی اریاوش1,هادی اریاوش,,,null
41192,سوپر مارکت ریحانی1,تقی ریحانی دوست آبادی,,,null
41196,سوپر مارکت مینا,معصومه یادگاری,,,null
41198,سوپر الجزیره,حمیدرضا شادگی,,,null
41200,سوپر ثامن8,موسی الرضا احمدی لداری,,,null
41203,مواد غذایی چنارانی,علی اکبر چنارانی,,,null
41206,مواد غذایی امید4,بی بی راضیه رضوی,,,null
41208,مواد غذایی شاهسون,محسن شاهسون قره غونی,,,null
41209,قالب سازی هاشمی,حمیدرضا صدیقی,,,null
41212,ابزار عدالت,محمود طبسی زاده,,,null
41214,سوپر مارکت رضا6,حسین حسین آبادی,,,null
41215,مواد غذایی پرهام,غلامرضا شیخ,,,null
41216,سوپر محدثه,محمود رستمیان,,,null
41217,سوپر مارکت معاد,راضیه دهقان خادری,,,null
41220,مواد غذایی شاد,مسعود شاد,,,null
41221,مواد غذایی صبا1,علی اکبر فخار جعفر اباد,,,null
41224,سوپر متین2,جواد فهیمی گجوان,,,null
41225,سوپر ونوس2,صمد عباسی,,,null
41227,مواد غذایی منصف,محمد علی ساوری,,,null
41228,سوپر مهدوی,جواد مهدوی,,,null
41229,سوپر هادی2,مجتبی ارقبائی,,,null
41230,سوپر مارکت سید3,زهرا داربرزین,,,null
41232,سوپر مارکت جواد5,مصطفی دانش اموز,,,null
41234,فروشگاه حق شناس,عباس کاشفی,,,null
41235,نگین قائنات,افسانه رحیمی,,,null
41236,سوپر ایس مک,علی زیوری,,,null
41237,سوپر اپادانا1,وحید عباسیان حقوردی,,,null
41241,سوپر زیتون12,میعاد محمودی,,,null
41243,سوپر مسرور,مجتبی مزینانی,,,null
41244,مواد غذایی شبنم,حسین ناروئی,,,null
41245,ثنا مارکت,بهروز تازیکی,,,null
41246,مواد غذایی اکرمی,مرتضی کرمی استاج,,,null
41247,سوپر ستاره2,یونس حسین زاده,,,null
41248,رز مارکت12,محمد طاهر ابراهیمی,,,null
41249,خواربار سید,حسن حسینی,,,null
41251,سوپر تک20,جواد عطارزاده کرمانی,,,null
41252,سوپر مارکت عارف,حسن عارف پور,,,null
41253,سوپر بامداد,امید جهانگیری رئیسی,,,null
41254,سوپر نارمک2,امیر کرمانی نژاد,,,null
41255,سوپر رسا,یحیی حسامی مهر,,,null
41256,شرینی سرای کریستال,حسینعلی آریا نیک,,,null
41257,مواد غذایی 1,جواد قاسم زاده,,,null
41258,سوپر محسن8,جواد ضیغم کیش,,,null
41260,سوپر مارکت میلاد2,محمد مهدی احمد پور نامقی,,,null
41262,سوپر صادق1,جلال خوش خلق,,,null
41263,سوپر رضوان1,محمدرضا لالوی,,,null
41264,سوپر قائم12,علی جوادی سر طاوش,,,null
41265,مواد غذایی رضا10,حسن مومن کلاته,,,null
41267,تک مارکت2,میلاد شهرکی,,,null
41268,پسته کمساری,عباس کمساری بنانی,,,null
41271,مواد غذایی سیمرغ,محمد اشرفی نژاد,,,null
41272,زعفران قائنات17,حمیدرضا حیدری,,,null
41274,مواد غذایی حکیمی,جابر حکیمی,,,null
41275,مواد غذایی بازرگانی تفضلی,سلطان تفضلی بیلندی,,,null
41276,سوپر مارکت دادلی,مسعود عزیزی یزدی,,,null
